Condo,Size,Rooms,Toilets,Suites,Parking,Elevator,Furnished,Swimming Pool,New,District,Negotiation_Type,Property Type,Latitude,Longitude,Price
405,50,1,1,0,1,1,0,0,0,Vila Mariana/São Paulo,rent,apartment,-23.5806008,-46.6338813,1600
800,68,2,1,0,1,0,0,0,0,Vila Mariana/São Paulo,rent,apartment,-23.5779914,-46.6396444,3000
877,66,2,1,0,1,0,1,1,0,Vila Mariana/São Paulo,rent,apartment,-23.5986267,-46.6336797,1900
800,90,1,2,1,1,1,0,0,0,Vila Mariana/São Paulo,rent,apartment,0,0,2700
670,55,2,1,0,1,0,1,1,0,Vila Mariana/São Paulo,rent,apartment,-23.5872505,-46.6289967,2750
0,90,2,3,2,2,0,0,1,0,Vila Mariana/São Paulo,rent,apartment,-23.5804982,-46.6433966,6500
560,47,1,1,0,1,0,1,0,0,Vila Mariana/São Paulo,rent,apartment,-23.5807939,-46.6395984,2190
1400,208,3,4,3,3,0,0,1,0,Vila Mariana/São Paulo,rent,apartment,-23.5916985,-46.6341065,18000
2100,220,4,2,1,2,0,0,1,0,Vila Mariana/São Paulo,rent,apartment,-23.5859298,-46.6385758,3000
1590,188,4,3,2,2,0,0,1,0,Vila Mariana/São Paulo,rent,apartment,-23.592461,-46.628179,6900
440,36,1,1,0,1,0,1,1,0,Vila Mariana/São Paulo,rent,apartment,-23.5897633,-46.6254572,2910
2700,250,4,5,4,4,0,0,0,0,Vila Mariana/São Paulo,rent,apartment,-23.5889417,-46.6281897,15000
2250,208,4,5,4,4,0,0,1,0,Vila Mariana/São Paulo,rent,apartment,-23.5989881,-46.6334996,10000
693,69,2,2,1,2,0,0,1,0,Vila Mariana/São Paulo,rent,apartment,0,0,4500
1587,248,4,3,2,4,0,1,1,0,Vila Mariana/São Paulo,rent,apartment,-23.5947955,-46.6315216,25000
1342,90,3,2,1,1,0,1,0,0,Vila Mariana/São Paulo,rent,apartment,-23.584886,-46.6422641,2700
720,94,3,2,1,2,0,0,1,0,Vila Mariana/São Paulo,rent,apartment,-23.6062437,-46.6354221,3500
2784,160,3,4,3,3,0,0,1,0,Vila Mariana/São Paulo,rent,apartment,-23.5905251,-46.6250238,5500
1160,60,2,1,0,2,0,1,1,0,Vila Mariana/São Paulo,rent,apartment,-23.5790509,-46.6348541,2500
1200,127,3,2,1,2,0,0,1,0,Vila Mariana/São Paulo,rent,apartment,-23.5796486,-46.619149,5000
560,47,1,1,0,1,0,1,0,0,Vila Mariana/São Paulo,rent,apartment,-23.5920041,-46.6365035,2090
994,60,2,1,0,1,0,1,0,0,Vila Mariana/São Paulo,rent,apartment,-23.5832007,-46.6478175,2300
600,80,2,1,0,0,0,0,0,0,Vila Mariana/São Paulo,rent,apartment,0,0,2800
1770,186,4,3,2,4,0,0,1,0,Vila Mariana/São Paulo,rent,apartment,-23.592461,-46.628179,8000
570,103,3,2,1,1,0,0,0,0,Vila Mariana/São Paulo,rent,apartment,-23.589714,-46.632596,3500
789,100,3,2,1,2,0,0,0,0,Vila Sônia/São Paulo,rent,apartment,0,0,3100
1400,145,4,3,2,3,0,0,0,0,Vila Sônia/São Paulo,rent,apartment,-23.6006297,-46.7295477,3500
980,82,3,2,1,2,0,0,0,0,Vila Sônia/São Paulo,rent,apartment,-23.6030764,-46.7303828,2000
880,75,3,2,1,2,0,0,1,0,Vila Sônia/São Paulo,rent,apartment,-23.5898154,-46.7283701,2200
600,64,3,1,0,1,0,0,0,0,Vila Sônia/São Paulo,rent,apartment,-23.6011604,-46.611571,1300
880,82,3,2,1,1,0,0,1,0,Vila Sônia/São Paulo,rent,apartment,-23.6030764,-46.7303828,1500
1600,160,3,4,3,3,0,0,1,0,Vila Sônia/São Paulo,rent,apartment,-23.6018285,-46.7278249,3300
1100,82,3,2,1,2,0,0,0,0,Vila Sônia/São Paulo,rent,apartment,-23.6021392,-46.7283076,1800
3260,311,4,5,4,4,0,0,0,0,Vila Sônia/São Paulo,rent,apartment,-23.5981526,-46.724386,4000
520,53,2,1,0,1,0,0,0,0,Vila Sônia/São Paulo,rent,apartment,-23.5945672,-46.7277993,1350
1800,190,3,3,2,3,0,0,0,0,Vila Sônia/São Paulo,rent,apartment,-23.5991786,-46.7289625,4500
986,82,3,2,1,1,0,0,0,0,Vila Sônia/São Paulo,rent,apartment,-23.600267,-46.7300483,1950
880,78,3,2,1,1,0,0,1,0,Vila Sônia/São Paulo,rent,apartment,0,0,2000
587,75,3,1,0,2,0,0,0,0,Vila Sônia/São Paulo,rent,apartment,-23.5904961,-46.7284709,2200
540,65,3,2,1,2,1,0,1,0,Vila Sônia/São Paulo,rent,apartment,-23.5971678,-46.7379021,2100
384,50,2,1,0,1,1,0,1,0,Vila Sônia/São Paulo,rent,apartment,-23.6022465,-46.7320074,1400
2605,208,4,4,3,3,0,0,1,0,Alto de Pinheiros/São Paulo,rent,apartment,-23.5519402,-46.7208056,14000
750,92,3,2,1,1,0,0,0,0,Alto de Pinheiros/São Paulo,rent,apartment,-23.5392826,-46.7161162,3000
2050,247,4,5,4,4,0,0,0,0,Alto de Pinheiros/São Paulo,rent,apartment,-23.5323871,-46.7161879,10000
1650,114,3,2,1,2,0,1,0,0,Alto de Pinheiros/São Paulo,rent,apartment,-23.5372916,-46.714401,3500
4000,280,4,4,3,5,0,0,1,0,Alto de Pinheiros/São Paulo,rent,apartment,0,0,16000
867,92,3,2,1,2,0,1,1,0,Alto de Pinheiros/São Paulo,rent,apartment,-23.5346669,-46.7188043,3950
3100,170,3,2,1,3,1,0,1,0,Alto de Pinheiros/São Paulo,rent,apartment,-23.5522763,-46.7199012,6000
750,89,3,2,1,1,0,0,0,0,Alto de Pinheiros/São Paulo,rent,apartment,-23.5392826,-46.7161162,3000
1600,130,4,2,1,2,0,0,1,0,Alto de Pinheiros/São Paulo,rent,apartment,-23.552946,-46.7029858,4500
2590,188,3,2,1,2,0,0,1,0,Alto de Pinheiros/São Paulo,rent,apartment,-23.5419257,-46.7193055,6500
3500,280,3,4,3,3,0,0,1,0,Alto de Pinheiros/São Paulo,rent,apartment,-23.5520102,-46.7101279,16000
3300,205,3,2,1,3,1,0,1,0,Alto de Pinheiros/São Paulo,rent,apartment,-23.5522763,-46.7199012,5000
1800,150,3,3,2,3,0,0,1,0,Alto de Pinheiros/São Paulo,rent,apartment,-23.5515864,-46.6980226,6000
750,89,3,1,0,1,0,0,0,0,Alto de Pinheiros/São Paulo,rent,apartment,-23.5392826,-46.7161162,3000
730,86,3,2,3,2,0,1,1,0,Alto de Pinheiros/São Paulo,rent,apartment,0,0,5700
350,61,3,1,0,1,0,0,0,0,Brasilândia/São Paulo,rent,apartment,-23.4742285,-46.6844751,900
382,60,2,1,0,1,0,0,1,0,Butantã/São Paulo,rent,apartment,-23.5758227,-46.7406605,2400
728,53,2,1,0,1,0,0,0,0,Butantã/São Paulo,rent,apartment,0,0,1700
680,110,3,2,1,2,0,1,0,0,Butantã/São Paulo,rent,apartment,-23.5706881,-46.7116241,3200
1000,134,3,2,1,2,0,0,1,0,Butantã/São Paulo,rent,apartment,-23.5053909,-46.6227832,3800
610,65,2,2,0,1,0,0,1,0,Butantã/São Paulo,rent,apartment,-23.5749238,-46.7333301,2000
1000,100,3,2,0,2,0,0,1,0,Butantã/São Paulo,rent,apartment,-23.5679838,-46.7297178,2500
568,65,2,1,0,1,0,0,0,0,Butantã/São Paulo,rent,apartment,-23.5845237,-46.7694645,1032
530,56,2,1,0,1,0,0,0,0,Butantã/São Paulo,rent,apartment,-23.5873009,-46.7442224,1500
680,65,2,2,1,1,0,0,1,0,Butantã/São Paulo,rent,apartment,-23.5543685,-46.7486049,1270
590,70,3,2,1,1,0,0,0,0,Butantã/São Paulo,rent,apartment,-23.5053909,-46.6227832,2300
414,51,2,1,0,1,0,1,0,0,Butantã/São Paulo,rent,apartment,-23.5868686,-46.7659398,1200
440,70,3,2,1,1,0,0,1,0,Butantã/São Paulo,rent,apartment,-23.5937224,-46.7676598,1300
582,68,3,2,1,1,0,0,1,0,Butantã/São Paulo,rent,apartment,-23.5686279,-46.7437306,1600
623,65,2,1,0,1,1,0,1,0,Butantã/São Paulo,rent,apartment,-23.5053909,-46.6227832,1500
1100,70,3,2,1,2,0,0,0,0,Butantã/São Paulo,rent,apartment,-23.5705864,-46.7296681,2000
600,65,2,1,0,1,0,1,0,0,Butantã/São Paulo,rent,apartment,-23.5845237,-46.7694645,1050
940,88,3,2,1,2,0,0,1,0,Butantã/São Paulo,rent,apartment,-23.5878928,-46.7399564,2500
800,75,3,1,0,2,0,0,1,0,Butantã/São Paulo,rent,apartment,-23.6028963,-46.7496628,1400
626,60,2,1,0,1,0,0,1,0,Butantã/São Paulo,rent,apartment,-23.5817238,-46.762208,1342
490,57,2,1,0,1,0,0,1,0,Butantã/São Paulo,rent,apartment,-23.5879112,-46.7389004,2500
550,95,3,3,2,2,0,0,1,0,Butantã/São Paulo,rent,apartment,-23.58509445,-46.74009705,2500
1100,84,3,2,1,2,0,0,1,0,Butantã/São Paulo,rent,apartment,-23.5878928,-46.7399564,2000
2250,153,3,3,1,3,0,0,0,0,Butantã/São Paulo,rent,apartment,-23.5697291,-46.709141,3000
420,60,2,1,0,1,0,0,0,0,Butantã/São Paulo,rent,apartment,0,0,1050
700,70,3,2,1,1,0,1,1,0,Butantã/São Paulo,rent,apartment,-23.5053909,-46.6227832,2760
651,75,3,1,0,1,0,0,0,0,Butantã/São Paulo,rent,apartment,0,0,1200
709,70,2,2,1,1,0,0,0,0,Butantã/São Paulo,rent,apartment,-23.5782523,-46.7450668,1100
315,48,2,1,0,1,0,0,0,0,Cachoeirinha/São Paulo,rent,apartment,-23.4761762,-46.6601237,1100
610,59,3,2,1,1,0,1,0,0,Cachoeirinha/São Paulo,rent,apartment,-23.4653378,-46.6344654,1370
0,96,3,2,1,2,1,0,1,0,Freguesia do Ó/São Paulo,rent,apartment,-23.4980065,-46.6904367,1900
350,70,3,2,1,1,0,0,1,0,Freguesia do Ó/São Paulo,rent,apartment,-23.497703,-46.7023726,1750
955,100,3,2,1,3,0,1,1,0,Freguesia do Ó/São Paulo,rent,apartment,-23.4905169,-46.6951917,1750
600,56,2,2,1,1,0,0,1,0,Freguesia do Ó/São Paulo,rent,apartment,-23.4846345,-46.7016843,1400
600,76,3,1,0,1,0,0,0,0,Freguesia do Ó/São Paulo,rent,apartment,-23.5008318,-46.6996642,1500
824,68,3,2,1,1,0,1,1,0,Freguesia do Ó/São Paulo,rent,apartment,-23.4926208,-46.692769,1500
700,74,3,2,1,2,0,1,1,0,Freguesia do Ó/São Paulo,rent,apartment,-23.505254,-46.6998862,2450
530,58,2,1,0,1,0,0,1,0,Freguesia do Ó/São Paulo,rent,apartment,-23.4965862,-46.7050434,1300
600,63,1,2,1,1,0,1,0,0,Jaguaré/São Paulo,rent,apartment,-23.5521376,-46.7430944,2900
698,78,2,2,1,2,1,0,0,0,Jaguaré/São Paulo,rent,apartment,-23.5527541,-46.7432287,2100
500,50,2,1,0,1,0,1,1,0,Jaguaré/São Paulo,rent,apartment,-23.5532127,-46.7484575,1550
520,63,2,1,0,0,0,0,0,0,Jaguaré/São Paulo,rent,apartment,-23.5568317,-46.7449281,1400
400,65,2,1,0,1,0,1,1,0,Jaguaré/São Paulo,rent,apartment,-23.5464156,-46.7549525,2350
597,78,3,2,1,2,0,0,1,0,Jaguaré/São Paulo,rent,apartment,-23.5521376,-46.7430944,2100
0,40,1,1,0,0,0,0,0,0,Jaguaré/São Paulo,rent,apartment,0,0,1000
485,55,2,1,0,1,0,0,0,0,Jaguaré/São Paulo,rent,apartment,-23.5053909,-46.6227832,1350
550,55,2,1,0,1,0,1,1,0,Jaguaré/São Paulo,rent,apartment,-23.5429161,-46.7439983,1750
400,50,2,1,0,1,0,1,1,0,Jaguaré/São Paulo,rent,apartment,-23.5451242,-46.7551146,2300
400,68,3,1,0,1,0,0,0,0,Jaraguá/São Paulo,rent,apartment,-23.4709529,-46.7556138,1200
270,44,2,1,0,1,0,0,0,0,Jaraguá/São Paulo,rent,apartment,-23.4557681,-46.7442837,1000
950,100,2,1,0,1,0,0,0,0,Lapa/São Paulo,rent,apartment,-23.5269757,-46.7055638,2100
560,48,2,1,0,1,0,1,1,0,Lapa/São Paulo,rent,apartment,-23.5181651,-46.7154086,1700
768,93,3,2,1,2,0,0,1,0,Lapa/São Paulo,rent,apartment,-23.5304021,-46.7046501,2900
15,40,2,1,0,0,0,0,0,0,Lapa/São Paulo,rent,apartment,0,0,1400
870,71,3,2,1,1,0,0,1,0,Lapa/São Paulo,rent,apartment,0,0,2200
380,63,3,2,1,1,0,0,1,0,Lapa/São Paulo,rent,apartment,-23.5185019,-46.6936506,2200
1000,141,3,4,3,2,0,0,1,0,Lapa/São Paulo,rent,apartment,0,0,5700
330,55,2,2,1,1,0,0,0,0,Lapa/São Paulo,rent,apartment,-23.5185019,-46.6936506,1700
300,48,2,1,0,1,0,0,0,0,Lapa/São Paulo,rent,apartment,-23.5185019,-46.6936506,1800
776,84,2,1,0,1,0,0,0,0,Lapa/São Paulo,rent,apartment,-23.5319998,-46.705418,2200
1400,138,2,3,2,2,0,0,1,0,Lapa/São Paulo,rent,apartment,-23.5297294,-46.7033889,3600
1100,180,3,4,3,4,0,1,1,0,Lapa/São Paulo,rent,apartment,0,0,10000
1180,107,3,2,1,1,1,0,0,0,Lapa/São Paulo,rent,apartment,-23.5247342,-46.6976854,2000
480,70,2,2,1,1,0,0,1,0,Lapa/São Paulo,rent,apartment,-23.5183814,-46.7293651,2600
1800,163,4,3,2,3,1,0,1,0,Lapa/São Paulo,rent,apartment,0,0,5500
550,62,2,2,1,1,0,0,0,0,Lapa/São Paulo,rent,apartment,-23.5227783,-46.7004712,3000
596,78,3,2,1,2,0,0,1,0,Limão/São Paulo,rent,apartment,-23.5074344,-46.6773245,2800
450,65,2,1,0,0,0,0,0,0,Limão/São Paulo,rent,apartment,0,0,1500
487,65,3,1,0,1,0,0,1,0,Limão/São Paulo,rent,apartment,-23.4918022,-46.6812483,1600
950,90,3,2,1,2,0,0,1,0,Perdizes/São Paulo,rent,apartment,-23.5381495,-46.6752459,3000
4400,315,2,3,2,6,0,0,1,0,Perdizes/São Paulo,rent,apartment,-22.3292281,-49.108049,10000
280,60,2,1,0,0,0,0,0,0,Perdizes/São Paulo,rent,apartment,-23.5404024,-46.6856844,2000
2100,190,4,3,2,3,1,0,1,0,Perdizes/São Paulo,rent,apartment,-23.5351429,-46.6697666,10000
1275,150,3,2,1,2,1,0,0,0,Perdizes/São Paulo,rent,apartment,-23.5436491,-46.6848721,3600
1210,127,2,2,0,2,0,0,1,0,Perdizes/São Paulo,rent,apartment,-23.5378444,-46.6730385,3600
782,90,3,2,1,1,0,0,0,0,Perdizes/São Paulo,rent,apartment,-23.5359787,-46.667542,2000
1199,119,3,2,1,2,0,0,1,0,Perdizes/São Paulo,rent,apartment,-23.5390502,-46.6709003,3400
910,80,2,1,0,1,0,0,0,0,Perdizes/São Paulo,rent,apartment,-23.5377626,-46.6774987,2200
880,105,3,2,1,2,0,0,1,0,Perdizes/São Paulo,rent,apartment,-23.5405225,-46.671243,7303
550,30,1,1,0,1,0,1,1,0,Perdizes/São Paulo,rent,apartment,-23.5317739,-46.6751802,3000
950,110,3,2,1,1,0,0,0,0,Perdizes/São Paulo,rent,apartment,-23.5375952,-46.6748936,2600
1615,140,4,2,1,2,0,0,1,0,Perdizes/São Paulo,rent,apartment,-23.5371987,-46.6696167,3800
2000,251,4,5,4,4,0,1,1,0,Perdizes/São Paulo,rent,apartment,-23.533033,-46.67824,15000
1292,127,3,2,1,2,0,0,1,0,Perdizes/São Paulo,rent,apartment,-23.53383,-46.6789546,2700
1350,90,2,1,0,1,0,0,0,0,Perdizes/São Paulo,rent,apartment,-23.5327255,-46.666637,2100
1675,124,3,2,1,2,0,0,0,0,Perdizes/São Paulo,rent,apartment,-23.5346813,-46.6823699,2500
1583,135,3,4,3,3,0,0,1,0,Perdizes/São Paulo,rent,apartment,-23.5354905,-46.6860584,3500
520,58,2,1,0,1,0,0,1,0,Perdizes/São Paulo,rent,apartment,0,0,2950
1800,164,3,2,1,2,0,0,1,0,Perdizes/São Paulo,rent,apartment,-23.535458,-46.6656982,8200
1900,215,4,5,4,2,1,0,1,0,Perdizes/São Paulo,rent,apartment,0,0,6000
1941,140,4,2,1,2,0,0,1,0,Perdizes/São Paulo,rent,apartment,-23.5389525,-46.6821754,4000
1500,90,2,2,1,1,0,0,1,0,Perdizes/São Paulo,rent,apartment,-23.535997,-46.6687175,3000
2900,266,4,5,4,5,1,1,1,0,Perdizes/São Paulo,rent,apartment,-23.5371104,-46.6698175,17500
991,110,2,2,1,2,0,0,0,0,Perdizes/São Paulo,rent,apartment,-23.5336143,-46.6858493,2600
320,56,1,1,0,1,0,0,0,0,Perdizes/São Paulo,rent,apartment,-23.532269,-46.678472,1600
2073,130,3,2,1,2,0,0,0,0,Perdizes/São Paulo,rent,apartment,-23.532085,-46.6675012,5000
820,83,3,1,0,1,0,0,0,0,Pinheiros/São Paulo,rent,apartment,-23.5642858,-46.6855498,2900
1500,130,3,2,1,1,0,0,0,0,Pinheiros/São Paulo,rent,apartment,-23.5648521,-46.6837386,4300
264,105,2,1,0,0,1,0,0,0,Pinheiros/São Paulo,rent,apartment,-23.5645125,-46.6797492,3800
2225,157,3,4,3,4,0,0,0,0,Pinheiros/São Paulo,rent,apartment,-23.5603058,-46.6760795,10000
680,30,1,2,1,1,0,1,1,0,Pinheiros/São Paulo,rent,apartment,-23.5531993,-46.6800099,3100
1400,140,3,2,1,2,1,0,1,0,Pinheiros/São Paulo,rent,apartment,-23.5637016,-46.6848775,7000
700,60,2,1,0,1,0,0,0,0,Pinheiros/São Paulo,rent,apartment,0,0,2000
700,70,2,1,0,1,0,1,1,0,Pinheiros/São Paulo,rent,apartment,-23.5685743,-46.6984541,4800
600,31,1,2,1,1,0,1,1,0,Pinheiros/São Paulo,rent,apartment,-23.5531993,-46.6800099,3100
983,139,3,2,1,1,0,0,0,0,Pinheiros/São Paulo,rent,apartment,0,0,3900
547,79,2,3,2,3,1,1,1,0,Pinheiros/São Paulo,rent,apartment,-23.5490934,-46.6876165,8000
2450,174,4,2,1,2,0,0,0,0,Pinheiros/São Paulo,rent,apartment,-23.5681079,-46.6892154,5000
1300,140,3,2,1,2,0,0,1,0,Pinheiros/São Paulo,rent,apartment,-23.5629132,-46.6836254,9800
1700,120,3,1,0,1,0,0,0,0,Pinheiros/São Paulo,rent,apartment,-23.557421,-46.6662968,3600
1966,30,1,1,0,1,0,1,0,0,Pinheiros/São Paulo,rent,apartment,-23.5705901,-46.6933414,1400
2850,211,3,4,3,3,0,1,1,0,Pinheiros/São Paulo,rent,apartment,-23.5613172,-46.7001578,13700
3200,230,4,3,2,3,0,0,0,0,Pinheiros/São Paulo,rent,apartment,-23.5602529,-46.6991826,5000
730,65,2,3,2,1,0,0,1,0,Pinheiros/São Paulo,rent,apartment,0,0,5300
1400,140,3,2,1,2,0,0,1,0,Pinheiros/São Paulo,rent,apartment,-23.5637016,-46.6848775,7500
560,55,2,1,0,1,1,1,1,0,Pinheiros/São Paulo,rent,apartment,-23.5613009,-46.6904051,4500
650,30,1,1,0,1,0,1,0,0,Pinheiros/São Paulo,rent,apartment,-23.5531993,-46.6800099,3100
0,79,1,2,1,1,0,1,1,0,Pinheiros/São Paulo,rent,apartment,-23.5686156,-46.698588,7599
918,100,3,2,1,1,0,0,0,0,Pinheiros/São Paulo,rent,apartment,0,0,2700
765,56,2,1,0,2,1,1,1,0,Pinheiros/São Paulo,rent,apartment,-23.5613009,-46.6904051,5300
800,65,2,1,0,1,0,0,0,0,Pinheiros/São Paulo,rent,apartment,0,0,2400
3800,332,4,5,4,4,0,1,1,0,Pinheiros/São Paulo,rent,apartment,-23.5619938,-46.6898987,38000
1000,120,3,2,1,2,0,1,1,0,Pinheiros/São Paulo,rent,apartment,-23.5577992,-46.6902498,6500
700,39,1,2,1,1,0,0,1,0,Pinheiros/São Paulo,rent,apartment,-23.563345,-46.6834583,3500
320,49,2,1,0,1,0,0,0,0,Pirituba/São Paulo,rent,apartment,-23.4990251,-46.7251586,1200
1364,131,3,2,1,2,0,0,1,0,Pirituba/São Paulo,rent,apartment,-23.4988621,-46.751394,2990
400,45,3,1,0,1,0,0,1,0,Pirituba/São Paulo,rent,apartment,-23.5000993,-46.7246743,1200
425,56,2,2,1,1,0,0,0,0,Pirituba/São Paulo,rent,apartment,-23.4990251,-46.7251586,1975
250,41,2,1,0,1,0,0,0,0,Pirituba/São Paulo,rent,apartment,-23.5010757,-46.7237935,900
507,56,2,1,0,1,0,1,1,0,Pirituba/São Paulo,rent,apartment,-23.4827912,-46.7405253,1150
0,45,2,1,0,1,0,0,0,0,Pirituba/São Paulo,rent,apartment,-23.4828182,-46.7279869,1400
574,65,3,2,1,1,0,0,1,0,Pirituba/São Paulo,rent,apartment,-23.4962047,-46.7288078,1900
421,50,2,1,0,1,1,0,1,0,Pirituba/São Paulo,rent,apartment,-23.4939286,-46.7380706,1100
423,50,2,2,1,1,1,0,1,0,Pirituba/São Paulo,rent,apartment,-23.4939286,-46.7380706,1200
290,69,3,1,0,1,0,0,0,0,Pirituba/São Paulo,rent,apartment,-23.4923888,-46.7214085,1400
600,50,2,2,1,0,0,0,1,0,Rio Pequeno/São Paulo,rent,apartment,-23.5705485,-46.7507117,2000
0,74,2,1,0,1,0,0,0,0,Rio Pequeno/São Paulo,rent,apartment,-23.5657162,-46.7518739,1200
0,50,2,1,0,1,1,0,0,0,Rio Pequeno/São Paulo,rent,apartment,-23.5650745,-46.7506462,1600
0,56,1,2,1,1,0,0,0,0,Rio Pequeno/São Paulo,rent,apartment,-23.5657162,-46.7518739,1000
200,50,2,1,0,1,0,0,0,0,Rio Pequeno/São Paulo,rent,apartment,-23.570469,-46.7505326,1600
690,57,2,2,1,2,0,0,1,0,Rio Pequeno/São Paulo,rent,apartment,-23.5809466,-46.7552416,1500
0,50,2,1,0,1,1,0,0,0,Rio Pequeno/São Paulo,rent,apartment,-23.5650745,-46.7506462,1600
0,50,2,1,0,1,1,0,0,0,Rio Pequeno/São Paulo,rent,apartment,-23.5650745,-46.7506462,1600
0,50,2,1,0,1,1,0,0,0,Rio Pequeno/São Paulo,rent,apartment,-23.5650745,-46.7506462,1600
0,50,2,1,0,1,1,0,0,0,Rio Pequeno/São Paulo,rent,apartment,-23.5650745,-46.7506462,1600
0,50,2,1,0,1,1,0,0,0,Rio Pequeno/São Paulo,rent,apartment,-23.5650745,-46.7506462,1600
0,50,2,1,0,1,1,0,0,0,Rio Pequeno/São Paulo,rent,apartment,-23.5650745,-46.7506462,1600
1100,130,3,2,1,2,0,1,1,0,Vila Leopoldina/São Paulo,rent,apartment,-23.5194269,-46.7259161,5500
900,74,2,2,1,2,0,0,1,0,Vila Leopoldina/São Paulo,rent,apartment,-23.5316265,-46.7266332,2500
1390,124,3,2,1,2,0,0,1,0,Vila Leopoldina/São Paulo,rent,apartment,-23.5319572,-46.7271437,7800
4500,246,3,4,3,3,1,0,1,0,Vila Leopoldina/São Paulo,rent,apartment,-23.5225054,-46.7233819,6000
4500,246,3,4,3,3,1,0,1,0,Vila Leopoldina/São Paulo,rent,apartment,-23.5225054,-46.7233819,6000
800,73,2,1,0,1,0,0,1,0,Vila Leopoldina/São Paulo,rent,apartment,-23.5314428,-46.7267379,2500
835,74,2,2,1,2,0,0,1,0,Vila Leopoldina/São Paulo,rent,apartment,-23.5316265,-46.7266332,2700
525,70,2,2,1,1,0,1,1,0,Vila Leopoldina/São Paulo,rent,apartment,-23.5272984,-46.7401426,2800
600,70,2,2,1,1,0,0,1,0,Vila Leopoldina/São Paulo,rent,apartment,-23.5317834,-46.7451035,2800
1500,148,3,4,3,3,1,0,1,0,Vila Leopoldina/São Paulo,rent,apartment,0,0,4500
1880,235,4,5,4,3,0,0,1,0,Vila Leopoldina/São Paulo,rent,apartment,-23.5267865,-46.7311907,12000
1800,173,3,4,3,3,0,0,1,0,Vila Leopoldina/São Paulo,rent,apartment,-23.5269426,-46.698188,6500
1490,140,3,4,3,3,0,1,1,0,Vila Leopoldina/São Paulo,rent,apartment,-23.5269874,-46.7280185,5000
700,72,2,2,1,1,0,0,1,0,Vila Leopoldina/São Paulo,rent,apartment,-23.5345429,-46.7326199,2300
2000,210,4,5,4,3,0,0,1,0,Vila Leopoldina/São Paulo,rent,apartment,-23.5241522,-46.7335513,12000
800,90,2,2,0,1,0,0,0,0,Vila Leopoldina/São Paulo,rent,apartment,-23.5304819,-46.7263078,1800
1200,143,2,3,2,2,1,0,1,0,Vila Leopoldina/São Paulo,rent,apartment,-23.5280004,-46.7325504,6000
1200,130,3,4,3,2,0,0,1,0,Vila Leopoldina/São Paulo,rent,apartment,-23.5220047,-46.7335446,5700
700,80,3,1,0,2,0,0,0,0,Vila Leopoldina/São Paulo,rent,apartment,0,0,2500
0,102,3,3,1,2,1,0,1,0,Vila Madalena/São Paulo,sale,apartment,-23.548677,-46.68787,1379000
670,66,2,2,1,1,1,0,1,0,Vila Madalena/São Paulo,sale,apartment,-23.544408,-46.691265,930000
900,93,3,3,1,2,1,0,1,0,Vila Madalena/São Paulo,sale,apartment,-23.548603,-46.688332,1410000
0,88,3,2,1,2,0,0,1,0,Vila Madalena/São Paulo,sale,apartment,-23.55183,-46.699267,1491000
700,70,2,2,1,1,1,0,1,0,Vila Madalena/São Paulo,sale,apartment,-23.547586,-46.692376,850000
930,64,1,2,1,1,1,0,1,0,Vila Madalena/São Paulo,sale,apartment,-23.557813,-46.687291,630000
0,89,2,3,2,2,1,0,1,0,Vila Madalena/São Paulo,sale,apartment,-23.55183,-46.699267,1220000
0,63,1,2,1,1,1,0,1,0,Vila Madalena/São Paulo,sale,apartment,-23.550272,-46.692832,599000
830,65,3,2,1,1,1,0,1,0,Vila Madalena/São Paulo,sale,apartment,-23.546876,-46.69442,570000
2000,82,2,2,1,2,1,0,1,0,Vila Madalena/São Paulo,sale,apartment,-23.55505,-46.69321,1476000
1175,112,2,2,1,1,0,0,0,0,Vila Madalena/São Paulo,sale,apartment,-23.554989,-46.682797,925000
0,63,1,2,1,1,0,0,1,0,Vila Madalena/São Paulo,sale,apartment,-23.557815,-46.687293,550000
0,85,3,2,1,2,1,0,1,1,Mooca/São Paulo,sale,apartment,-23.560043,-46.604831,637500
645,83,2,2,1,1,0,1,1,0,Mooca/São Paulo,sale,apartment,-23.557555,-46.606281,680000
450,70,2,2,1,2,1,0,1,0,Mooca/São Paulo,sale,apartment,-23.560846,-46.604266,441000
500,79,2,2,1,1,1,0,1,1,Mooca/São Paulo,sale,apartment,-23.580576,-46.586502,550000
750,85,3,2,1,2,1,0,1,0,Mooca/São Paulo,sale,apartment,-23.565376,-46.584328,690000
750,85,3,3,2,1,1,1,1,0,Mooca/São Paulo,sale,apartment,-23.563692,-46.584347,660000
650,70,2,2,1,2,1,1,1,0,Mooca/São Paulo,sale,apartment,-23.560329,-46.582332,499000
0,70,2,2,1,2,1,0,0,1,Mooca/São Paulo,sale,apartment,-23.559871,-46.604115,511000
180,70,2,2,1,1,0,0,0,0,Mooca/São Paulo,sale,apartment,-23.555601,-46.618035,220000
920,98,3,2,1,2,0,0,1,0,Mooca/São Paulo,sale,apartment,-23.556851,-46.60435,635000
0,110,3,4,3,2,0,0,1,0,Mooca/São Paulo,sale,apartment,-23.564401,-46.586916,810000
0,82,3,2,1,1,0,0,0,0,Mooca/São Paulo,sale,apartment,-23.557555,-46.606281,600000
200,54,2,2,1,1,1,0,1,0,Mooca/São Paulo,sale,apartment,-23.5536,-46.62002,299000
